Season_End_Year,Squad,Comp,Player,Nation,Pos,Age,Born,MP_Playing,Starts_Playing,Min_Playing,Mins_Per_90_Playing,Gls,Ast,G_minus_PK,PK,PKatt,CrdY,CrdR,Gls_Per,Ast_Per,G+A_Per,G_minus_PK_Per,G+A_minus_PK_Per,Url,xG_Expected,npxG_Expected,xA_Expected,npxG+xA_Expected,xG_Per,xA_Per,xG+xA_Per,npxG_Per,npxG+xA_Per,BO_JK,Rang,Nom,Pays,Club,%,Squad_JK,Nation_JK,winner_Bundesliga,winner_C3,finalist_C3,winner_UCL,finalist_UCL,winner_Club WC,finalist_Club WC,winner_Copa America,finalist_Copa America,winner_Euro,finalist_Euro,winner_Liga,winner_Ligue 1,winner_PL,winner_Serie A,winner_WC,finalist_WC
2011,Inter,Serie A,Samuel Eto'o,CMR,FW,29.0,1981.0,35.0,35.0,2954.0,32.8,21.0,8.0,16.0,5.0,6.0,3.0,0.0,0.64,0.24,0.88,0.49,0.73,https://fbref.com/en/players/06420c93/Samuel-Etoo,,,,,,,,,,2011Samuel Eto'o,8,Samuel Eto'o,Cameroun,Inter Milan FK Anji Makhatchkala,1.34 ,2011Inter,2011CMR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Real Madrid,La Liga,Iker Casillas,ESP,GK,29.0,1981.0,35.0,35.0,3062.0,34.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1ddbb0da/Iker-Casillas,,,,,,,,,,2011Iker Casillas,9,Iker Casillas,Espagne,Real Madrid,1.29 ,2011Real Madrid,2011ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Barcelona,La Liga,Éric Abidal,FRA,DF,30.0,1979.0,26.0,23.0,2023.0,22.5,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/016828bd/Eric-Abidal,,,,,,,,,,2011Éric Abidal,,Éric Abidal,France,FC Barcelone,,2011Barcelona,2011FRA,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2011,Real Madrid,La Liga,Xabi Alonso,ESP,MF,28.0,1981.0,34.0,29.0,2665.0,29.6,0.0,5.0,0.0,0.0,0.0,12.0,0.0,0.0,0.17,0.17,0.0,0.17,https://fbref.com/en/players/dc001a06/Xabi-Alonso,,,,,,,,,,2011Xabi Alonso,,Xabi Alonso,Espagne,Real Madrid,,2011Real Madrid,2011ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Barcelona,La Liga,Dani Alves,BRA,"DF,MF",27.0,1983.0,35.0,31.0,2905.0,32.3,2.0,14.0,2.0,0.0,0.0,10.0,0.0,0.06,0.43,0.5,0.06,0.5,https://fbref.com/en/players/c9e99e49/Dani-Alves,,,,,,,,,,2011Dani Alves,,Dani Alves,Brésil,FC Barcelone,,2011Barcelona,2011BRA,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2011,Atlético Madrid,La Liga,Sergio Agüero,ARG,FW,22.0,1988.0,32.0,31.0,2662.0,29.6,20.0,3.0,19.0,1.0,1.0,6.0,0.0,0.68,0.1,0.78,0.64,0.74,https://fbref.com/en/players/4d034881/Sergio-Aguero,,,,,,,,,,2011Sergio Agüero,,Sergio Agüero,Argentine,Atlético Madrid Manchester City,,2011Atlético Madrid,2011ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Real Madrid,La Liga,Karim Benzema,FRA,FW,22.0,1987.0,33.0,20.0,1898.0,21.1,15.0,4.0,15.0,0.0,0.0,1.0,0.0,0.71,0.19,0.9,0.71,0.9,https://fbref.com/en/players/70d74ece/Karim-Benzema,,,,,,,,,,2011Karim Benzema,,Karim Benzema,France,Real Madrid,,2011Real Madrid,2011FRA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Arsenal,Premier League,Cesc Fàbregas,ESP,"FW,MF",23.0,1987.0,25.0,22.0,1880.0,20.9,3.0,11.0,3.0,0.0,1.0,5.0,0.0,0.14,0.53,0.67,0.14,0.67,https://fbref.com/en/players/33508c78/Cesc-Fabregas,,,,,,,,,,2011Cesc Fàbregas,,Cesc Fàbregas,Espagne,Arsenal FC FC Barcelone,,2011Arsenal,2011ESP,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Bayern Munich,Bundesliga,Thomas Müller,GER,"FW,MF",20.0,1989.0,34.0,32.0,2788.0,31.0,12.0,11.0,12.0,0.0,0.0,2.0,0.0,0.39,0.36,0.74,0.39,0.74,https://fbref.com/en/players/3c6089ab/Thomas-Muller,,,,,,,,,,2011Thomas Müller,,Thomas Müller,Allemagne,Bayern Munich,,2011Bayern Munich,2011GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Manchester Utd,Premier League,Nani,POR,"FW,MF",23.0,1986.0,33.0,31.0,2659.0,29.5,9.0,14.0,9.0,0.0,1.0,1.0,0.0,0.3,0.47,0.78,0.3,0.78,https://fbref.com/en/players/15e9c7e6/Nani,,,,,,,,,,2011Nani,,Nani,Portugal,Manchester United,,2011Manchester Utd,2011POR,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2011,Real Madrid,La Liga,Mesut Özil,GER,MF,21.0,1988.0,36.0,30.0,2523.0,28.0,6.0,16.0,6.0,0.0,0.0,2.0,0.0,0.21,0.57,0.78,0.21,0.78,https://fbref.com/en/players/16380240/Mesut-Ozil,,,,,,,,,,2011Mesut Özil,,Mesut Özil,Allemagne,Real Madrid,,2011Real Madrid,2011GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Barcelona,La Liga,Gerard Piqué,ESP,DF,23.0,1987.0,31.0,29.0,2649.0,29.4,3.0,1.0,3.0,0.0,0.0,10.0,1.0,0.1,0.03,0.14,0.1,0.14,https://fbref.com/en/players/adfc9123/Gerard-Pique,,,,,,,,,,2011Gerard Piqué,,Gerard Piqué,Espagne,FC Barcelone,,2011Barcelona,2011ESP,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2011,Bayern Munich,Bundesliga,Bastian Schweinsteiger,GER,"DF,MF",25.0,1984.0,32.0,31.0,2728.0,30.3,4.0,6.0,4.0,0.0,1.0,6.0,0.0,0.13,0.2,0.33,0.13,0.33,https://fbref.com/en/players/ccc22fea/Bastian-Schweinsteiger,,,,,,,,,,2011Bastian Schweinsteiger,,Bastian Schweinsteiger,Allemagne,Bayern Munich,,2011Bayern Munich,2011GER,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Inter,Serie A,Wesley Sneijder,NED,MF,26.0,1984.0,25.0,22.0,1993.0,22.1,4.0,4.0,4.0,0.0,0.0,1.0,0.0,0.18,0.18,0.36,0.18,0.36,https://fbref.com/en/players/ad625c12/Wesley-Sneijder,,,,,,,,,,2011Wesley Sneijder,,Wesley Sneijder,Pays-Bas,Inter Milan,,2011Inter,2011NED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2011,Barcelona,La Liga,David Villa,ESP,"FW,MF",28.0,1981.0,34.0,32.0,2744.0,30.5,18.0,6.0,18.0,0.0,0.0,3.0,1.0,0.59,0.2,0.79,0.59,0.79,https://fbref.com/en/players/ade08a67/David-Villa,,,,,,,,,,2011David Villa,,David Villa,Espagne,FC Barcelone,,2011Barcelona,2011ESP,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0
2012,Barcelona,La Liga,Lionel Messi,ARG,"FW,MF",24.0,1987.0,37.0,36.0,3270.0,36.3,50.0,16.0,40.0,10.0,11.0,6.0,0.0,1.38,0.44,1.82,1.1,1.54,https://fbref.com/en/players/d70ce98e/Lionel-Messi,,,,,,,,,,2012Lionel Messi,1,Lionel Messi,Argentine,FC Barcelone,41.60 ,2012Barcelona,2012ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Real Madrid,La Liga,Cristiano Ronaldo,POR,"FW,MF",26.0,1985.0,38.0,37.0,3350.0,37.2,46.0,12.0,34.0,12.0,13.0,4.0,0.0,1.24,0.32,1.56,0.91,1.24,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,,,,,,,,,,2012Cristiano Ronaldo,2,Cristiano Ronaldo,Portugal,Real Madrid,23.68 ,2012Real Madrid,2012POR,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Barcelona,La Liga,Andrés Iniesta,ESP,MF,27.0,1984.0,27.0,21.0,1853.0,20.6,2.0,9.0,2.0,0.0,0.0,3.0,0.0,0.1,0.44,0.53,0.1,0.53,https://fbref.com/en/players/cfd65a29/Andres-Iniesta,,,,,,,,,,2012Andrés Iniesta,3,Andrés Iniesta,Espagne,FC Barcelone,10.91 ,2012Barcelona,2012ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Barcelona,La Liga,Xavi,ESP,MF,31.0,1980.0,31.0,26.0,2159.0,24.0,10.0,6.0,10.0,0.0,0.0,2.0,0.0,0.42,0.25,0.67,0.42,0.67,https://fbref.com/en/players/c1b4188c/Xavi,,,,,,,,,,2012Xavi,4,Xavi,Espagne,FC Barcelone,4.08 ,2012Barcelona,2012ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Atlético Madrid,La Liga,Radamel Falcao,COL,FW,25.0,1986.0,34.0,33.0,2933.0,32.6,24.0,5.0,19.0,5.0,6.0,7.0,0.0,0.74,0.15,0.89,0.58,0.74,https://fbref.com/en/players/66116290/Radamel-Falcao,,,,,,,,,,2012Radamel Falcao,5,Radamel Falcao,Colombie,Atlético Madrid,3.67 ,2012Atlético Madrid,2012COL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Real Madrid,La Liga,Iker Casillas,ESP,GK,30.0,1981.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1ddbb0da/Iker-Casillas,,,,,,,,,,2012Iker Casillas,6,Iker Casillas,Espagne,Real Madrid,3.18 ,2012Real Madrid,2012ESP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,Juventus,Serie A,Andrea Pirlo,ITA,MF,32.0,1979.0,37.0,37.0,3315.0,36.8,3.0,12.0,3.0,0.0,2.0,5.0,0.0,0.08,0.33,0.41,0.08,0.41,https://fbref.com/en/players/71c5f16f/Andrea-Pirlo,,,,,,,,,,2012Andrea Pirlo,7,Andrea Pirlo,Italie,Juventus,2.66 ,2012Juventus,2012ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012,Chelsea,Premier League,Didier Drogba,CIV,FW,33.0,1978.0,24.0,16.0,1480.0,16.4,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3,0.06,0.36,0.24,0.3,https://fbref.com/en/players/945dea33/Didier-Drogba,,,,,,,,,,2012Didier Drogba,8,Didier Drogba,Côte d’Ivoire,Chelsea Galatasaray SK,2.60 ,2012Chelsea,2012CIV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Arsenal,Premier League,Robin van Persie,NED,FW,27.0,1983.0,38.0,37.0,3331.0,37.0,30.0,9.0,28.0,2.0,3.0,8.0,0.0,0.81,0.24,1.05,0.76,1.0,https://fbref.com/en/players/3fcab3a8/Robin-van-Persie,,,,,,,,,,2012Robin van Persie,9,Robin van Persie,Pays-Bas,Arsenal Manchester United,1.45 ,2012Arsenal,2012NED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Real Madrid,La Liga,Xabi Alonso,ESP,MF,29.0,1981.0,36.0,35.0,3138.0,34.9,1.0,5.0,1.0,0.0,0.0,13.0,0.0,0.03,0.14,0.17,0.03,0.17,https://fbref.com/en/players/dc001a06/Xabi-Alonso,,,,,,,,,,2012Xabi Alonso,11,Xabi Alonso,Espagne,Real Madrid,1.09 ,2012Real Madrid,2012ESP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,Manchester City,Premier League,Yaya Touré,CIV,MF,28.0,1983.0,32.0,31.0,2643.0,29.4,6.0,6.0,6.0,0.0,0.0,8.0,0.0,0.2,0.2,0.41,0.2,0.41,https://fbref.com/en/players/c204f844/Yaya-Toure,,,,,,,,,,2012Yaya Touré,12,Yaya Touré,Côte d’Ivoire,Manchester City,0.76 ,2012Manchester City,2012CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,Real Madrid,La Liga,Mesut Özil,GER,MF,22.0,1988.0,35.0,30.0,2553.0,28.4,4.0,18.0,4.0,0.0,0.0,5.0,1.0,0.14,0.63,0.78,0.14,0.78,https://fbref.com/en/players/16380240/Mesut-Ozil,,,,,,,,,,2012Mesut Özil,14,Mesut Özil,Allemagne,Real Madrid,0.41 ,2012Real Madrid,2012GER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Manchester Utd,Premier League,Wayne Rooney,ENG,"FW,MF",25.0,1985.0,34.0,32.0,2830.0,31.4,27.0,4.0,21.0,6.0,8.0,1.0,0.0,0.86,0.13,0.99,0.67,0.8,https://fbref.com/en/players/f07be45a/Wayne-Rooney,,,,,,,,,,2012Wayne Rooney,15,Wayne Rooney,Angleterre,Manchester United,0.39 ,2012Manchester Utd,2012ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Juventus,Serie A,Gianluigi Buffon,ITA,GK,33.0,1978.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon,,,,,,,,,,2012Gianluigi Buffon,16,Gianluigi Buffon,Italie,Juventus,0.35 ,2012Juventus,2012ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012,Manchester City,Premier League,Sergio Agüero,ARG,FW,23.0,1988.0,34.0,31.0,2575.0,28.6,23.0,8.0,20.0,3.0,3.0,2.0,0.0,0.8,0.28,1.08,0.7,0.98,https://fbref.com/en/players/4d034881/Sergio-Aguero,,,,,,,,,,2012Sergio Agüero,17,Sergio Agüero,Argentine,Manchester City,0.30 ,2012Manchester City,2012ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,Real Madrid,La Liga,Sergio Ramos,ESP,DF,25.0,1986.0,34.0,34.0,3054.0,33.9,3.0,4.0,3.0,0.0,0.0,12.0,1.0,0.09,0.12,0.21,0.09,0.21,https://fbref.com/en/players/08511d65/Sergio-Ramos,,,,,,,,,,2012Sergio Ramos,18,Sergio Ramos,Espagne,Real Madrid,0.22 ,2012Real Madrid,2012ESP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,25.0,1986.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8778c910/Manuel-Neuer,,,,,,,,,,2012Manuel Neuer,19,Manuel Neuer,Allemagne,Bayern Munich,0.21 ,2012Bayern Munich,2012GER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Barcelona,La Liga,Sergio Busquets,ESP,MF,23.0,1988.0,31.0,28.0,2434.0,27.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.04,0.07,0.04,0.07,https://fbref.com/en/players/5ab0ea87/Sergio-Busquets,,,,,,,,,,2012Sergio Busquets,,Sergio Busquets,Espagne,FC Barcelone,0.20 ,2012Barcelona,2012ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Barcelona,La Liga,Gerard Piqué,ESP,DF,24.0,1987.0,22.0,17.0,1473.0,16.4,2.0,0.0,2.0,0.0,0.0,7.0,1.0,0.12,0.0,0.12,0.12,0.12,https://fbref.com/en/players/adfc9123/Gerard-Pique,,,,,,,,,,2012Gerard Piqué,21,Gerard Piqué,Espagne,FC Barcelone,0.11 ,2012Barcelona,2012ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Real Madrid,La Liga,Karim Benzema,FRA,FW,23.0,1987.0,34.0,26.0,2242.0,24.9,21.0,8.0,21.0,0.0,0.0,0.0,0.0,0.84,0.32,1.16,0.84,1.16,https://fbref.com/en/players/70d74ece/Karim-Benzema,,,,,,,,,,2012Karim Benzema,21,Karim Benzema,France,Real Madrid,0.11 ,2012Real Madrid,2012FRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Manchester City,Premier League,Mario Balotelli,ITA,FW,20.0,1990.0,23.0,14.0,1328.0,14.8,13.0,1.0,10.0,3.0,3.0,6.0,2.0,0.88,0.07,0.95,0.68,0.75,https://fbref.com/en/players/8ff07990/Mario-Balotelli,,,,,,,,,,2012Mario Balotelli,23,Mario Balotelli,Italie,Manchester City,0.07 ,2012Manchester City,2012ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2012,Barcelona,La Liga,Xavi,ESP,MF,31.0,1980.0,31.0,26.0,2159.0,24.0,10.0,6.0,10.0,0.0,0.0,2.0,0.0,0.42,0.25,0.67,0.42,0.67,https://fbref.com/en/players/c1b4188c/Xavi,,,,,,,,,,2012Xavi,4,Xavi,Espagne,FC Barcelone,4.08 ,2012Barcelona,2012ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Atlético Madrid,La Liga,Radamel Falcao,COL,FW,25.0,1986.0,34.0,33.0,2933.0,32.6,24.0,5.0,19.0,5.0,6.0,7.0,0.0,0.74,0.15,0.89,0.58,0.74,https://fbref.com/en/players/66116290/Radamel-Falcao,,,,,,,,,,2012Radamel Falcao,5,Radamel Falcao,Colombie,Atlético Madrid,3.67 ,2012Atlético Madrid,2012COL,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Real Madrid,La Liga,Iker Casillas,ESP,GK,30.0,1981.0,37.0,37.0,3330.0,37.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/1ddbb0da/Iker-Casillas,,,,,,,,,,2012Iker Casillas,6,Iker Casillas,Espagne,Real Madrid,3.18 ,2012Real Madrid,2012ESP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,Juventus,Serie A,Andrea Pirlo,ITA,MF,32.0,1979.0,37.0,37.0,3315.0,36.8,3.0,12.0,3.0,0.0,2.0,5.0,0.0,0.08,0.33,0.41,0.08,0.41,https://fbref.com/en/players/71c5f16f/Andrea-Pirlo,,,,,,,,,,2012Andrea Pirlo,7,Andrea Pirlo,Italie,Juventus,2.66 ,2012Juventus,2012ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012,Chelsea,Premier League,Didier Drogba,CIV,FW,33.0,1978.0,24.0,16.0,1480.0,16.4,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.3,0.06,0.36,0.24,0.3,https://fbref.com/en/players/945dea33/Didier-Drogba,,,,,,,,,,2012Didier Drogba,8,Didier Drogba,Côte d’Ivoire,Chelsea Galatasaray SK,2.60 ,2012Chelsea,2012CIV,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Arsenal,Premier League,Robin van Persie,NED,FW,27.0,1983.0,38.0,37.0,3331.0,37.0,30.0,9.0,28.0,2.0,3.0,8.0,0.0,0.81,0.24,1.05,0.76,1.0,https://fbref.com/en/players/3fcab3a8/Robin-van-Persie,,,,,,,,,,2012Robin van Persie,9,Robin van Persie,Pays-Bas,Arsenal Manchester United,1.45 ,2012Arsenal,2012NED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Real Madrid,La Liga,Xabi Alonso,ESP,MF,29.0,1981.0,36.0,35.0,3138.0,34.9,1.0,5.0,1.0,0.0,0.0,13.0,0.0,0.03,0.14,0.17,0.03,0.17,https://fbref.com/en/players/dc001a06/Xabi-Alonso,,,,,,,,,,2012Xabi Alonso,11,Xabi Alonso,Espagne,Real Madrid,1.09 ,2012Real Madrid,2012ESP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,Manchester City,Premier League,Yaya Touré,CIV,MF,28.0,1983.0,32.0,31.0,2643.0,29.4,6.0,6.0,6.0,0.0,0.0,8.0,0.0,0.2,0.2,0.41,0.2,0.41,https://fbref.com/en/players/c204f844/Yaya-Toure,,,,,,,,,,2012Yaya Touré,12,Yaya Touré,Côte d’Ivoire,Manchester City,0.76 ,2012Manchester City,2012CIV,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,Real Madrid,La Liga,Mesut Özil,GER,MF,22.0,1988.0,35.0,30.0,2553.0,28.4,4.0,18.0,4.0,0.0,0.0,5.0,1.0,0.14,0.63,0.78,0.14,0.78,https://fbref.com/en/players/16380240/Mesut-Ozil,,,,,,,,,,2012Mesut Özil,14,Mesut Özil,Allemagne,Real Madrid,0.41 ,2012Real Madrid,2012GER,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Manchester Utd,Premier League,Wayne Rooney,ENG,"FW,MF",25.0,1985.0,34.0,32.0,2830.0,31.4,27.0,4.0,21.0,6.0,8.0,1.0,0.0,0.86,0.13,0.99,0.67,0.8,https://fbref.com/en/players/f07be45a/Wayne-Rooney,,,,,,,,,,2012Wayne Rooney,15,Wayne Rooney,Angleterre,Manchester United,0.39 ,2012Manchester Utd,2012ENG,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2012,Juventus,Serie A,Gianluigi Buffon,ITA,GK,33.0,1978.0,35.0,35.0,3150.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/e40d028b/Gianluigi-Buffon,,,,,,,,,,2012Gianluigi Buffon,16,Gianluigi Buffon,Italie,Juventus,0.35 ,2012Juventus,2012ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
2012,Manchester City,Premier League,Sergio Agüero,ARG,FW,23.0,1988.0,34.0,31.0,2575.0,28.6,23.0,8.0,20.0,3.0,3.0,2.0,0.0,0.8,0.28,1.08,0.7,0.98,https://fbref.com/en/players/4d034881/Sergio-Aguero,,,,,,,,,,2012Sergio Agüero,17,Sergio Agüero,Argentine,Manchester City,0.30 ,2012Manchester City,2012ARG,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2012,Real Madrid,La Liga,Sergio Ramos,ESP,DF,25.0,1986.0,34.0,34.0,3054.0,33.9,3.0,4.0,3.0,0.0,0.0,12.0,1.0,0.09,0.12,0.21,0.09,0.21,https://fbref.com/en/players/08511d65/Sergio-Ramos,,,,,,,,,,2012Sergio Ramos,18,Sergio Ramos,Espagne,Real Madrid,0.22 ,2012Real Madrid,2012ESP,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0
2012,Bayern Munich,Bundesliga,Manuel Neuer,GER,GK,25.0,1986.0,33.0,33.0,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,https://fbref.com/en/players/8778c910/Manuel-Neuer,,,,,,,,,,2012Manuel Neuer,19,Manuel Neuer,Allemagne,Bayern Munich,0.21 ,2012Bayern Munich,2012GER,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2012,Barcelona,La Liga,Sergio Busquets,ESP,MF,23.0,1988.0,31.0,28.0,2434.0,27.0,1.0,1.0,1.0,0.0,0.0,9.0,0.0,0.04,0.04,0.07,0.04,0.07,https://fbref.com/en/players/5ab0ea87/Sergio-Busquets,,,,,,,,,,2012Sergio Busquets,,Sergio Busquets,Espagne,FC Barcelone,0.20 ,2012Barcelona,2012ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Barcelona,La Liga,Gerard Piqué,ESP,DF,24.0,1987.0,22.0,17.0,1473.0,16.4,2.0,0.0,2.0,0.0,0.0,7.0,1.0,0.12,0.0,0.12,0.12,0.12,https://fbref.com/en/players/adfc9123/Gerard-Pique,,,,,,,,,,2012Gerard Piqué,21,Gerard Piqué,Espagne,FC Barcelone,0.11 ,2012Barcelona,2012ESP,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2012,Real Madrid,La Liga,Karim Benzema,FRA,FW,23.0,1987.0,34.0,26.0,2242.0,24.9,21.0,8.0,21.0,0.0,0.0,0.0,0.0,0.84,0.32,1.16,0.84,1.16,https://fbref.com/en/players/70d74ece/Karim-Benzema,,,,,,,,,,2012Karim Benzema,21,Karim Benzema,France,Real Madrid,0.11 ,2012Real Madrid,2012FRA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2012,Manchester City,Premier League,Mario Balotelli,ITA,FW,20.0,1990.0,23.0,14.0,1328.0,14.8,13.0,1.0,10.0,3.0,3.0,6.0,2.0,0.88,0.07,0.95,0.68,0.75,https://fbref.com/en/players/8ff07990/Mario-Balotelli,,,,,,,,,,2012Mario Balotelli,23,Mario Balotelli,Italie,Manchester City,0.07 ,2012Manchester City,2012ITA,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2013,Real Madrid,La Liga,Cristiano Ronaldo,POR,"FW,MF",27.0,1985.0,34.0,30.0,2716.0,30.2,34.0,10.0,28.0,6.0,7.0,9.0,0.0,1.13,0.33,1.46,0.93,1.26,https://fbref.com/en/players/dea698d9/Cristiano-Ronaldo,,,,,,,,,,2013Cristiano Ronaldo,1,Cristiano Ronaldo,Portugal,Real Madrid,27.99 ,2013Real Madrid,2013POR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,Barcelona,La Liga,Lionel Messi,ARG,"FW,MF",25.0,1987.0,32.0,28.0,2650.0,29.4,46.0,11.0,42.0,4.0,4.0,1.0,0.0,1.56,0.37,1.94,1.43,1.8,https://fbref.com/en/players/d70ce98e/Lionel-Messi,,,,,,,,,,2013Lionel Messi,2,Lionel Messi,Argentine,FC Barcelone,24.72 ,2013Barcelona,2013ARG,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,Bayern Munich,Bundesliga,Franck Ribéry,FRA,"FW,MF",29.0,1983.0,27.0,24.0,2110.0,23.4,10.0,14.0,10.0,0.0,0.0,2.0,0.0,0.43,0.6,1.02,0.43,1.02,https://fbref.com/en/players/f61c7c4e/Franck-Ribery,,,,,,,,,,2013Franck Ribéry,3,Franck Ribéry,France,Bayern Munich,23.36 ,2013Bayern Munich,2013FRA,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
2013,Barcelona,La Liga,Andrés Iniesta,ESP,MF,28.0,1984.0,31.0,24.0,2091.0,23.2,3.0,15.0,3.0,0.0,0.0,4.0,0.0,0.13,0.65,0.77,0.13,0.77,https://fbref.com/en/players/cfd65a29/Andres-Iniesta,,,,,,,,,,2013Andrés Iniesta,6,Andrés Iniesta,Espagne,FC Barcelone,2.08 ,2013Barcelona,2013ESP,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2013,Manchester Utd,Premier League,Robin van Persie,NED,FW,28.0,1983.0,38.0,35.0,3123.0,34.7,26.0,9.0,23.0,3.0,4.0,6.0,0.0,0.75,0.26,1.01,0.66,0.92,https://fbref.com/en/players/3fcab3a8/Robin-van-Persie,,,,,,,,,,2013Robin van Persie,7,Robin van Persie,Pays-Bas,Manchester United,1.79 ,2013Manchester Utd,2013NED,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
